date,close,open,high,low,volume
19/04/2018,120.9,128.6,129,120.9,5509300
18/04/2018,129.9,131,132,129.9,2306360
17/04/2018,130,130,132,127.5,2303090
16/04/2018,128.7,128,129.2,124.5,1686590
13/04/2018,127.6,128,130.6,127,2093210
12/04/2018,127,124,127.8,121.4,3592730
11/04/2018,126,131.6,133.5,124,3216110
10/04/2018,131,135,136.8,131,4492970
09/04/2018,134.9,135,135.5,133,3209490
06/04/2018,132.4,130,132.5,129.7,1954390
05/04/2018,131,132,133,129.7,3190050
04/04/2018,127.5,123,128.9,123,1939060
03/04/2018,122.3,122.2,123,120.8,2412640
02/04/2018,123,118.7,124.5,118,2458390
30/03/2018,117.2,115.1,117.2,114,1733950
29/03/2018,115,114.5,115.5,113.5,1580300
28/03/2018,114.5,113,116,112.2,1452270
27/03/2018,113,117,117.8,112.9,3149210
26/03/2018,113.8,110,117.1,108.5,4681960
23/03/2018,109.5,105.6,111.2,105.5,3455080
22/03/2018,108,109,110.7,108,2262170
21/03/2018,108,104.9,108.6,104.5,3520200
20/03/2018,104.2,103,105.5,103,1045660
19/03/2018,104.4,100.2,105,100.2,1201010
16/03/2018,99.7,99.4,101,99.4,3090070
15/03/2018,99.5,102.9,102.9,99.5,2784640
14/03/2018,102.5,102.5,104.9,102.5,2048400
13/03/2018,102.6,100,102.9,99.9,1364520
12/03/2018,100,103,104.1,99.7,4156360
09/03/2018,103.5,103.2,106,100,3193390
08/03/2018,103.2,98,104.4,97.9,2497640
07/03/2018,98.6,98.5,100,96.5,1554880
06/03/2018,98.5,96,98.5,94,1563590
05/03/2018,94,95,99.6,94,1957990
02/03/2018,94.5,92,95.5,92,876310
01/03/2018,94,94.4,95.8,93.3,1228940
28/02/2018,94.9,92.3,95.1,92.3,1652330
27/02/2018,93.5,96.5,96.9,92.5,2312070
26/02/2018,95,92,96.5,92,2663650
23/02/2018,91.6,91,92,91,1315690
22/02/2018,90.5,90,92,89.1,2059700
21/02/2018,90,87.9,92,87.3,3032580
13/02/2018,86.1,85,87,84,1361140
12/02/2018,83.6,79,83.6,79,1403590
09/02/2018,78.2,76,78.6,74.5,1512070
08/02/2018,79,80,81,79,1035980
07/02/2018,81,82,82.9,81,1569240
06/02/2018,81.1,75.5,81.1,75.5,6416850
05/02/2018,81.1,85.4,86,81.1,2587460
02/02/2018,87.2,86.5,88.5,86.5,4141270
01/02/2018,86.6,87.5,87.8,85,2444650
31/01/2018,86,85.5,88.4,85.1,5163910
30/01/2018,85,85.5,85.8,83.5,2528460
29/01/2018,85.5,86,87.3,85.2,1648430
26/01/2018,85.5,86,86.5,84.9,1879950
25/01/2018,85.1,85,89.5,85,6498690
24/01/2018,85,84.5,85.6,84,1971820
23/01/2018,85,84.5,85.6,84,1971820
22/01/2018,85,84.5,85.6,84,1971820
19/01/2018,84,85,86.2,84,4547470
18/01/2018,84.4,83,84.4,80.5,2516550
17/01/2018,84,86,86.8,83,3664360
16/01/2018,86,87.2,87.5,85,4033950
15/01/2018,87.2,86.4,88.8,86.1,3992270
12/01/2018,85.4,81.5,86.3,81.3,5641810
11/01/2018,81,80.8,82.2,80.1,3234530
10/01/2018,80.8,81,82.3,80.6,3525280
09/01/2018,80.6,80.9,82.5,80,3276860
08/01/2018,80.3,80,81.9,79.1,3978990
05/01/2018,80,81,81,79,2825160
04/01/2018,81,81.5,83.1,80.5,2937490
03/01/2018,80.5,79.5,83.2,78.6,5014340
02/01/2018,78.2,77.6,78.5,77.4,1435130
29/12/2017,77.3,77.6,79.9,77,2105550
28/12/2017,77.4,77.5,78.5,77.4,1109290
27/12/2017,77.2,78,79,76.7,2925370
26/12/2017,78,78.3,79,77.8,2308080
25/12/2017,78,76,78,75.8,1399540
22/12/2017,75.6,73.7,75.6,73.4,2254940
21/12/2017,73,73.9,75.5,73,1721550
20/12/2017,73.5,73.3,73.9,72.4,1506770
19/12/2017,73.5,74.6,75.5,73.3,1006310
18/12/2017,74,71.4,74,71.4,1199690
15/12/2017,70.2,70.7,71.7,70.1,4185530
14/12/2017,72,71.9,72.5,71,477210
13/12/2017,72,71.5,72.2,70.9,547600
12/12/2017,71.2,73,73.1,69,1138470
11/12/2017,72,72,73.2,71,1057910
08/12/2017,73,71.2,73.5,69.5,1767290
07/12/2017,72,72.5,73.8,71,1010070
06/12/2017,73,73.6,73.6,69.9,2680770
05/12/2017,73,77,78.5,70.8,3682370
04/12/2017,76.1,75.1,77.2,74.5,1716220
01/12/2017,74.6,74.5,75.4,73.8,966230
30/11/2017,74.5,76.2,76.7,74.5,1728020
29/11/2017,76.2,77,77,76.1,1324620
28/11/2017,76.2,77.5,78.9,76,1786250
27/11/2017,76,74,79.5,72,2152690
24/11/2017,74.5,76.5,76.5,74.5,858280
23/11/2017,76.5,76,77.8,75.2,1302120
22/11/2017,76,77,78.8,73.5,1670670
21/11/2017,77,78,81.6,76.5,3764030
20/11/2017,76.3,71.8,76.3,71.5,1958970
17/11/2017,71.4,70.2,72,69.9,1572620
16/11/2017,69.9,68,69.9,68,1449350
15/11/2017,69,68.6,69.5,67.3,2415870
14/11/2017,68.6,68.5,69.5,67.4,1697460
13/11/2017,68.6,66,68.6,65.3,1213210
10/11/2017,66,67.8,70,65.3,2037660
09/11/2017,68.6,67.5,70,67,1902810
08/11/2017,65.5,64,65.6,62.5,2031740
07/11/2017,62,60.8,62.5,60.3,1645400
06/11/2017,60.5,60.4,60.8,60,1023210
03/11/2017,60.2,59.9,60.6,59,1227960
02/11/2017,60,58.6,60,58.5,1396970
01/11/2017,58.6,58.6,58.8,58.2,1443760
31/10/2017,58.5,58.3,58.8,57.7,1225710
30/10/2017,58,57.4,58.5,57.1,1520110
27/10/2017,57,55.8,57.4,55.2,1881040
26/10/2017,55.3,55.3,55.4,53,1424800
25/10/2017,55.3,55.5,55.6,55,639470
24/10/2017,55.5,55.5,55.8,54.7,1015940
23/10/2017,55.4,55.4,55.6,55,1042390
20/10/2017,55.3,55,55.8,54.6,1699930
19/10/2017,55,54.9,55.2,54.5,652270
18/10/2017,54.9,55.3,55.7,54.9,645210
17/10/2017,55.3,54.8,55.8,54.5,611740
16/10/2017,54.6,56,56.2,54.6,1164490
13/10/2017,56,54.5,56,54.4,1163690
12/10/2017,55,54.5,55.8,53.9,955520
11/10/2017,54.9,52.2,54.9,52.2,1820720
10/10/2017,52.2,51.5,52.2,50.7,1812200
09/10/2017,52,52.4,52.4,51.3,655850
06/10/2017,52.6,52.7,52.9,52.3,1246450
05/10/2017,52.7,52.1,53.2,52,1639860
04/10/2017,52,51.4,52,51.2,1930800
03/10/2017,51.1,51.1,52.5,51.1,2940110
02/10/2017,51,51.2,51.3,50.9,719100
29/09/2017,51.2,50.5,51.2,50.5,771460
28/09/2017,50.8,51.4,51.8,50.8,802280
27/09/2017,51.1,49.8,51.5,49.8,1612010
26/09/2017,49.4,49,49.95,48.8,1097210
25/09/2017,49,49,49.3,48.8,991050
22/09/2017,49.1,49.2,49.7,48.3,635450
21/09/2017,49.1,49,49.1,48.05,642630
20/09/2017,49,49.1,49.15,48.7,587010
19/09/2017,49.1,49,49.3,48.85,677170
18/09/2017,49,48.9,49.4,48.8,309400
15/09/2017,48.9,48.2,49.5,48.2,3535620
14/09/2017,49.15,47.55,50,47.55,1038060
13/09/2017,48.1,49.3,49.35,48,983030
12/09/2017,49.3,48.6,49.3,48.6,1762650
11/09/2017,49.3,50.4,50.4,49.3,678430
08/09/2017,50.6,50,51.3,49.35,1674650
07/09/2017,49.95,50,50,49.4,468460
06/09/2017,50,50.2,50.2,49,977140
05/09/2017,50.2,49.9,50.3,49.6,1083940
01/09/2017,49.4,48.7,49.9,48.7,613910
31/08/2017,49,49,50.6,48.5,1464890
30/08/2017,49.2,46.05,49.2,46.05,1588730
29/08/2017,46.05,45.4,46.2,44.95,1051820
28/08/2017,45.5,44.55,45.5,44.1,815250
25/08/2017,44.55,43.55,44.75,43.55,625340
24/08/2017,43.55,43.5,43.95,43.3,391490
23/08/2017,43.3,43.25,43.3,42.8,141920
22/08/2017,42.8,42.6,43,42.6,219070
21/08/2017,42.9,42.3,42.9,42.3,297760
18/08/2017,42.75,42.75,43.1,42.4,523350
17/08/2017,42.75,43,43,42.4,334020
16/08/2017,42.8,42.5,42.85,42.4,259540
15/08/2017,42.6,43.4,43.5,42.5,508250
14/08/2017,43.5,43.5,43.55,43.2,227890
11/08/2017,43.5,43.2,43.7,42.9,125330
10/08/2017,43.2,43.5,43.8,43,178660
09/08/2017,43.5,44.3,45,43.5,631740
08/08/2017,44.9,44.5,44.9,44.5,655500
07/08/2017,44.5,44.55,44.6,44.3,342670
04/08/2017,44.55,44.6,44.9,44.4,436280
03/08/2017,44.4,44.2,44.8,44,481890
02/08/2017,44.4,43.9,44.5,43.9,388850
01/08/2017,44.4,44.5,44.5,44,404610
31/07/2017,44.5,43.6,44.5,43.5,1244560
28/07/2017,42.9,42.3,42.9,42,431700
27/07/2017,42.3,42.1,42.6,42.1,254710
26/07/2017,42.6,42,42.6,41.8,508260
25/07/2017,42,41.8,42.1,41.8,193720
24/07/2017,42.2,42.45,42.45,41.9,222770
21/07/2017,42.45,42.1,42.45,41.65,563380
20/07/2017,42.4,42,42.4,41.8,259280
19/07/2017,42,42.5,42.5,41.95,300130
18/07/2017,42.3,41.5,42.3,41.5,146220
17/07/2017,42.4,42.5,42.5,41.8,489240
14/07/2017,42.6,42.6,42.6,42.2,355150
13/07/2017,42.6,42.6,42.6,41.9,552600
12/07/2017,42.6,42.45,42.6,42,459760
11/07/2017,42.1,41.1,42.1,41.1,436010
10/07/2017,41.1,42.3,42.3,41,555810
07/07/2017,42,42.65,42.7,42,238900
06/07/2017,42.4,42.5,42.5,42,324260
05/07/2017,42,42.3,42.4,41.65,493510
04/07/2017,42,42.2,42.3,41.5,938440
03/07/2017,42.3,42.7,42.7,42.2,537620
30/06/2017,42.7,42.6,42.7,42.25,452240
29/06/2017,42.35,42.8,42.8,42.3,171730
28/06/2017,42.45,42.6,42.6,42.25,240730
27/06/2017,42.6,42.8,42.8,42.5,217480
26/06/2017,42.8,42.05,42.95,42.05,579860
23/06/2017,42.05,41.8,42.1,41.8,452090
22/06/2017,42.1,42.65,42.7,42.1,291210
21/06/2017,42.8,42.3,42.8,41.95,556290
20/06/2017,42.3,43.2,43.2,42.3,475170
19/06/2017,43.1,42.5,43.1,42.35,756020
16/06/2017,43,42.85,43,42.4,3660640
15/06/2017,42.3,41.6,42.3,41.6,777300
14/06/2017,41.5,43,43.1,41.2,1835800
13/06/2017,43,42.55,43,42.25,953070
12/06/2017,42.35,41.8,42.35,41.6,1150090
09/06/2017,41.6,41.4,41.8,41.4,538240
08/06/2017,41.3,41.1,41.8,40.7,702230
07/06/2017,41,40.65,41,40.65,494480
06/06/2017,40.65,40.75,40.75,40.55,439540
05/06/2017,40.6,40.5,40.65,40.25,494100
02/06/2017,40.6,40.55,40.65,40.4,630520
01/06/2017,40.55,40.5,40.65,40.25,710890
31/05/2017,40.25,40.3,40.7,40.2,633970
30/05/2017,40.25,40.3,40.6,40.25,665930
29/05/2017,40.65,40.5,40.75,40,784880
26/05/2017,40.5,40.1,40.5,40,724620
25/05/2017,40.05,40.3,40.5,39.95,1822220
24/05/2017,40.5,40.85,40.95,40.4,1407180
23/05/2017,40.85,41.2,41.2,40.8,799020
22/05/2017,41.2,40.8,41.4,40.8,825830
19/05/2017,40.9,41.3,41.3,40.7,645030
18/05/2017,41.3,41.3,41.7,41.05,815460
17/05/2017,41.3,41.3,41.7,41.15,538140
16/05/2017,41.5,41,41.5,40.8,1007010
15/05/2017,40.9,40.5,41.3,40.3,655580
12/05/2017,40.5,40.4,40.6,40.3,372820
11/05/2017,40.5,40.5,40.85,40.45,861350
10/05/2017,40.45,40.55,40.8,40.4,722530
09/05/2017,40.75,40.4,40.9,40.3,579970
08/05/2017,40.4,40.4,40.55,40.15,457360
05/05/2017,40.4,40.3,40.4,40.1,518030
04/05/2017,40.3,40.55,40.55,40.1,695060
03/05/2017,40.5,41.1,41.1,40.3,330500
28/04/2017,40.9,40.5,40.9,40.4,868180
27/04/2017,40.9,40.4,41,40.4,532960
26/04/2017,40.4,40.4,40.5,40.1,418510
25/04/2017,40.35,40,40.5,40,291630
24/04/2017,40,40.3,40.9,39.65,422960
21/04/2017,40.5,40.2,41.25,40.2,473170
20/04/2017,40.6,41.5,41.6,40.5,1169510
19/04/2017,41.5,41.7,41.7,41.45,961170
18/04/2017,41.7,41.5,42,41.3,420640
17/04/2017,41.75,41.75,42,40.75,1273790
14/04/2017,41.75,42.2,42.35,41.7,700080
13/04/2017,42.4,42.05,42.75,42.05,860710
12/04/2017,42.05,42.55,42.9,42,660120
11/04/2017,42.55,42.1,42.95,42.1,1211260
10/04/2017,42.4,42,42.5,41.9,949330
07/04/2017,42,41.6,42,41.5,370920
05/04/2017,41.6,42,42.1,41.6,526530
04/04/2017,42,41.7,42,41.55,529490
03/04/2017,41.5,41.9,42,41.5,623430
31/03/2017,41.8,42.1,42.35,41.8,604220
30/03/2017,42.2,42.3,42.35,42,665180
29/03/2017,42.2,42.3,42.4,42,732520
28/03/2017,42,42.35,42.35,42,710950
27/03/2017,42.35,42.1,42.4,42,1056690
24/03/2017,42.35,42.3,42.45,42.15,1562480
23/03/2017,42.5,41.65,42.6,41.65,1028940
22/03/2017,41.65,41.45,42.4,41.45,1495860
21/03/2017,41.45,43.8,43.8,41,6736840
20/03/2017,43.3,44.3,44.5,43.3,1170670
17/03/2017,43.8,44.2,44.8,43.8,1070220
16/03/2017,44,43.2,44,43.2,192350
15/03/2017,43.5,44.1,44.2,43.3,557540
14/03/2017,44.05,44.2,44.5,44.05,370080
13/03/2017,44.2,44.6,44.7,44.2,362880
10/03/2017,44.2,44.05,44.7,44,841330
09/03/2017,44.2,44.5,44.5,44.2,271170
08/03/2017,44.5,44.85,44.85,44,554530
07/03/2017,44.85,44.75,45.3,44.6,238620
06/03/2017,44.75,44.9,45.4,44.6,366910
03/03/2017,44.5,44.45,44.9,44.3,290560
02/03/2017,44.1,44.6,44.95,44,794680
01/03/2017,44.7,44.7,45.35,44.3,651080
28/02/2017,45,46.2,46.2,45,1009600
27/02/2017,45.95,45.3,46.5,45.3,788600
24/02/2017,45.25,45.25,46,44.9,508290
23/02/2017,45.25,45.7,46,45,584670
22/02/2017,45.7,46.3,46.8,45.5,885490
21/02/2017,46.45,45.3,47,45.3,1291740
20/02/2017,45.3,43.8,45.4,43.3,804050
17/02/2017,44,44.1,44.1,43.6,692670
16/02/2017,44,44.5,44.7,44,871460
15/02/2017,44.5,42.6,44.7,42.6,2270860
14/02/2017,42.55,42.6,42.85,42.45,496140
13/02/2017,42.5,42.5,42.6,42.3,316160
10/02/2017,42.5,42.6,42.75,42.05,834560
09/02/2017,42.65,42.8,42.85,42.55,282170
08/02/2017,42.75,42.9,42.9,42.7,334800
07/02/2017,42.8,42.4,42.8,42.2,794850
06/02/2017,42.4,42.5,42.6,42,473180
03/02/2017,42,42.5,42.5,41.95,397270
02/02/2017,42.5,42.3,42.85,42.3,390520
25/01/2017,42,41.9,42,41.5,788030
24/01/2017,41.5,42.2,42.2,41.5,539560
23/01/2017,42,42.2,42.2,41.7,729750
20/01/2017,42,42.15,42.2,41.85,714290
19/01/2017,42,42.1,42.3,41.8,1160620
18/01/2017,42.1,42.3,42.65,42.1,743470
17/01/2017,42.65,43,43,42.3,662430
16/01/2017,42.85,43.3,43.3,42.85,249960
