date,close,open,high,low,volume
16/01/2018,61,60.9,61.5,60.3,1512380
15/01/2018,61,60.1,61.2,59.7,2296030
12/01/2018,60.2,61.8,62,60.2,2824950
11/01/2018,61.5,61.1,61.9,60.7,2420150
10/01/2018,61.5,62,63,61.1,2610670
09/01/2018,62.1,61,62.3,60.3,4010010
08/01/2018,60.9,59.6,60.9,59.3,2529030
05/01/2018,60,61,61.1,59.9,2851450
04/01/2018,61,60,61,59.9,2784800
03/01/2018,59.8,60.5,60.7,59.5,2829930
02/01/2018,59.8,57.3,59.8,57.2,5022160
29/12/2017,57.1,57.2,57.6,57,1559860
28/12/2017,57.2,56.7,57.6,56.5,1916250
27/12/2017,56.7,57.5,57.5,56.6,1703070
26/12/2017,57.1,58,58,57.1,1246050
25/12/2017,57.6,57.3,58.1,57.3,2393910
22/12/2017,57.1,56.4,57.4,56.2,1738070
21/12/2017,56.4,56.8,57.4,56.1,1845520
20/12/2017,56.3,55.2,57,55.2,1960650
19/12/2017,55.2,56.3,56.7,54.9,2483570
18/12/2017,56.3,57,57.2,56.1,1793760
15/12/2017,56.5,56,56.8,55.5,1611640
14/12/2017,55.9,54.5,55.9,54.5,1276430
13/12/2017,54.7,54.3,54.8,53.7,1625860
12/12/2017,53.7,54.1,54.7,50.8,3113980
11/12/2017,53.5,54.5,55.2,53.5,2736380
08/12/2017,55.5,56,56.5,55.1,1924190
07/12/2017,56.1,56.8,57.5,55.8,1655580
06/12/2017,56.8,57,57.3,56,3522030
05/12/2017,57.3,58.8,59.3,57.3,3558740
04/12/2017,58.8,58.5,59.1,58.3,2204370
01/12/2017,58.4,58.2,58.6,57.7,1829280
30/11/2017,58.4,59.9,60,58.4,3002720
29/11/2017,59.3,58,59.7,57.4,3845300
28/11/2017,57.5,58,58.2,57.2,2292500
27/11/2017,58.2,58,59.7,58,2653980
24/11/2017,57.9,57.5,58,57,2370820
23/11/2017,57.6,58,58.8,57.2,3536130
22/11/2017,58,57,58,57,2596350
21/11/2017,57.2,58.2,58.8,57.2,3385720
20/11/2017,57.9,56.1,58,55.9,3802520
17/11/2017,56.7,57.3,57.3,55.9,3930560
16/11/2017,57,57.4,58.7,56.6,3733760
15/11/2017,56.9,54.1,57,54,4665890
14/11/2017,53.9,54.5,55.5,53.5,4332100
13/11/2017,54,52.2,54.8,51.9,4769280
10/11/2017,52.2,52.5,53.3,52.2,1369700
09/11/2017,52.6,53.4,53.5,52.4,1720600
08/11/2017,53,51.2,53,51,3385930
07/11/2017,51.2,51.5,51.5,50.9,1141790
06/11/2017,51.4,51.4,51.8,50.9,1608490
03/11/2017,51,50,51,49.4,1200390
02/11/2017,50.5,50.9,51.4,49.8,1244900
01/11/2017,50.8,50.5,51,50.4,907980
31/10/2017,50.4,50,51.4,49.6,1618160
30/10/2017,50,50.2,50.8,49.9,1707190
27/10/2017,50.2,49.4,50.2,49.15,734980
26/10/2017,49.6,49.8,49.9,49,1089860
25/10/2017,49.7,49.5,49.8,49.3,768500
24/10/2017,49.3,49.3,49.8,49.15,879390
23/10/2017,49.3,50.3,50.3,49.3,1116150
20/10/2017,50.3,50.3,50.7,50,767080
19/10/2017,50.6,50.5,51.2,50.1,977340
18/10/2017,50.5,51.4,51.9,50.5,1237160
17/10/2017,51.5,51.5,51.5,50.9,861260
16/10/2017,51.4,51,52,50.9,1249640
13/10/2017,51.2,51.2,51.3,50.6,1078760
12/10/2017,51,50,51.4,50,2004500
11/10/2017,49.9,49.4,50.5,49.3,2540980
10/10/2017,49.3,48.75,49.3,48.75,1234640
09/10/2017,48.8,49,49,48.6,585830
06/10/2017,48.75,48.3,48.8,48.3,569960
05/10/2017,48.3,48.4,48.95,48,658270
04/10/2017,48.05,47.9,48.2,47.8,518400
03/10/2017,47.85,48.2,48.2,47.65,1087970
02/10/2017,48.2,48.75,48.95,48.05,911190
29/09/2017,48.75,48.9,49,48.6,395560
28/09/2017,48.95,49,49.25,48.4,774370
27/09/2017,49,49,49.4,48.7,868830
26/09/2017,49,48.85,49,48.5,878850
25/09/2017,48.85,49.75,49.75,48.85,745050
22/09/2017,49.45,49.6,49.95,49.4,1394280
21/09/2017,49.4,48.9,49.6,48.75,2667670
20/09/2017,48.65,48.65,48.75,48.35,631410
19/09/2017,48.4,48.5,48.85,48.4,869330
18/09/2017,48.35,48.35,48.4,48,803430
15/09/2017,48.2,48.3,48.5,48,794420
14/09/2017,48.35,49,49,48.35,857090
13/09/2017,48.75,48.3,49.4,48.3,1944610
12/09/2017,48.1,47.5,48.1,47.4,853680
11/09/2017,47.35,47.7,48.2,47.3,843320
08/09/2017,47.7,48,48,47.7,478140
07/09/2017,47.9,48,48.3,47.9,479950
06/09/2017,48.2,48.45,48.45,47.8,510590
05/09/2017,48.5,48.6,48.6,48.25,447330
01/09/2017,48.6,48.6,48.65,48.3,268680
31/08/2017,48.5,47.8,48.8,47.8,1115030
30/08/2017,47.8,47.65,47.9,47.55,322140
29/08/2017,47.75,47.5,48.1,47.45,828090
28/08/2017,47.6,47.3,47.6,47.25,569140
25/08/2017,47.5,47.8,47.85,47.5,374570
24/08/2017,47.7,47.4,47.8,47.2,433820
23/08/2017,47.2,47,47.5,47,517300
22/08/2017,47.1,47.7,47.75,47.1,416720
21/08/2017,47.75,48,48,47.5,355750
18/08/2017,47.5,47.4,47.8,46.9,363920
17/08/2017,47.4,48,48.2,47.4,640030
16/08/2017,48.6,48.9,48.9,48.45,814430
15/08/2017,48.9,49.2,49.2,48.5,820690
14/08/2017,49.2,50,50,49.2,773240
11/08/2017,49.45,49,49.5,48.6,548460
10/08/2017,48.9,48,48.95,48,872820
09/08/2017,48.4,48.9,48.9,48.15,1842380
08/08/2017,48.95,49.85,50,48.95,1460460
07/08/2017,49.85,50.1,50.1,49.7,766980
04/08/2017,50.1,50.3,50.4,49.55,827080
03/08/2017,50.1,49.7,51.1,49.5,1998770
02/08/2017,49.4,49.15,49.9,48.7,2150390
01/08/2017,49,48.45,49.45,48.2,1455870
31/07/2017,48.35,48.5,48.6,48.1,663380
28/07/2017,48.55,48.2,48.65,47.9,1611740
27/07/2017,48.2,48,48.65,47.7,1244010
26/07/2017,47.8,46.7,47.8,46.7,702050
25/07/2017,46.7,46.5,46.9,46.2,592490
24/07/2017,46.5,46.2,46.6,46,596990
21/07/2017,46.2,47,47.3,46.2,663330
20/07/2017,46.8,46.6,46.9,46.2,896480
19/07/2017,46.9,47.8,48.3,46.6,984170
18/07/2017,47.8,47.6,48,47.35,866850
17/07/2017,48,48.7,48.7,47.7,905330
14/07/2017,48.7,48.85,48.95,48.4,541080
13/07/2017,48.85,47.8,48.85,47.7,972830
12/07/2017,47.95,47.9,48.1,47.05,758630
11/07/2017,47.6,47.9,48.1,47,1027560
10/07/2017,48.2,48.2,48.7,47.6,1816570
07/07/2017,48.6,48.1,49.4,48,2447400
06/07/2017,47.9,46.75,47.9,46.6,1924630
05/07/2017,46.7,46.5,46.7,46.45,508490
04/07/2017,46.6,46.5,46.7,46.3,922560
03/07/2017,46.4,46.85,46.85,46.3,662700
30/06/2017,46.85,46.5,46.85,45.8,1117400
29/06/2017,46.5,46.3,46.65,46.3,730260
28/06/2017,46.35,45.9,46.4,45.65,940300
27/06/2017,45.7,46.5,46.6,45.45,2818290
26/06/2017,46.7,47.85,47.85,46.5,1375990
23/06/2017,47.45,47.6,47.8,47.2,759780
22/06/2017,47.6,47.3,48.3,47.3,1244630
21/06/2017,47.5,46.3,47.5,46.05,1942410
20/06/2017,46.15,46.5,46.5,46,762030
19/06/2017,46.3,46,46.4,45.95,1192040
16/06/2017,45.7,45.5,45.75,45.3,603990
15/06/2017,45.4,45.25,45.4,45.05,615030
14/06/2017,45.2,45.8,45.8,45.1,780590
13/06/2017,45.35,45,45.9,45,1573850
12/06/2017,44.7,45,45.2,44.6,553000
09/06/2017,45.15,44.2,45.5,44.2,1569640
08/06/2017,44.2,44,44.35,43.7,630430
07/06/2017,44.05,44.8,44.8,44.05,842710
06/06/2017,44.3,43.3,44.8,43.3,1481770
05/06/2017,43.25,43.6,43.65,43.15,666610
02/06/2017,43.25,43.6,43.7,43.1,809190
01/06/2017,43.45,43.1,43.5,43.1,787160
31/05/2017,43,43,43.55,43,1063000
30/05/2017,43,42.3,43.65,42.3,1868870
29/05/2017,42.6,42.1,42.7,42.1,634230
26/05/2017,42.1,42.6,42.6,42,868540
25/05/2017,42.6,43,43,42.45,1713400
24/05/2017,49.1,49.2,49.25,48.85,1304860
23/05/2017,48.85,48.65,49.4,48.5,2066240
22/05/2017,48.5,48.5,49.05,48.5,1719610
19/05/2017,48.4,47.9,48.4,47.8,718260
18/05/2017,47.9,47.95,48.7,47.65,909220
17/05/2017,47.8,47.5,48,47.25,553800
16/05/2017,47.5,47.8,48.3,47.45,638370
15/05/2017,47.8,48,48,47.75,506520
12/05/2017,48,48.1,48.4,48,528780
11/05/2017,48.1,48.1,48.4,47.65,709020
10/05/2017,48.1,48.5,48.95,48.1,1568980
09/05/2017,48.3,47.2,48.3,47.2,1168370
08/05/2017,47,46.9,47.15,46.8,367850
05/05/2017,47.1,47,47.25,46.9,309370
04/05/2017,47,47,47.4,46.9,692490
03/05/2017,47,46.7,47.3,46.45,806650
28/04/2017,46.45,46.4,46.55,46,444560
27/04/2017,46.5,46.1,46.7,46.1,1001040
26/04/2017,46,45.9,46.05,45.7,483590
25/04/2017,45.65,45.6,46,45.5,602100
24/04/2017,45.75,45.85,46.05,45.65,465680
21/04/2017,45.85,46.2,46.4,45.85,407700
20/04/2017,45.85,46,46.35,45.8,526060
19/04/2017,46,46,46.4,45.9,1132270
18/04/2017,46,45.7,46,45.35,596530
17/04/2017,45.7,46.05,46.5,45.7,1066820
14/04/2017,46.05,47.1,47.15,45.9,1444000
13/04/2017,47.25,47.35,47.6,47.2,518960
12/04/2017,47.55,47,47.75,46.95,1296510
11/04/2017,46.95,47,47.3,46.8,405130
10/04/2017,47,47,47.25,46.9,421960
07/04/2017,47,46.35,47.05,46.35,900280
05/04/2017,46.55,47,47,46.55,598970
04/04/2017,47,46.35,47,46.35,981010
03/04/2017,46.4,47.3,47.5,46.4,1994720
31/03/2017,47.3,47.1,47.7,47,1213360
30/03/2017,47.1,47.5,47.85,47.1,752470
29/03/2017,47.5,47.4,47.8,47.2,605170
28/03/2017,47.4,47.6,48.25,47.3,1161770
27/03/2017,47.6,47.6,48,47.25,1021940
24/03/2017,47.7,48.4,49,47.45,1937460
23/03/2017,48,46,48,45.9,2026020
22/03/2017,46.1,46.7,46.75,46.1,1208130
21/03/2017,46.6,46.8,47.25,46.6,1881270
20/03/2017,46.6,45.9,46.7,45.9,1573640
17/03/2017,45.9,45.9,46.3,45.75,987600
16/03/2017,45.7,45.6,45.9,45.5,610500
15/03/2017,45.55,45.7,45.9,45.45,632570
14/03/2017,45.7,45.8,46.2,45.7,600400
13/03/2017,45.75,46.1,46.3,45.7,463260
10/03/2017,46,45.8,46.4,45.7,1204950
09/03/2017,45.5,45.8,45.9,45.5,517110
08/03/2017,45.8,45.7,46,45.55,486250
07/03/2017,45.8,46,46,45.55,474030
06/03/2017,45.95,45.65,46.1,45.65,519090
03/03/2017,45.65,45.45,45.9,45.15,400430
02/03/2017,45.45,45.7,45.9,45.4,625140
01/03/2017,45.7,45.85,45.9,45.35,814870
28/02/2017,45.85,46.6,46.8,45.8,787960
27/02/2017,46.55,46,46.9,46,1791360
24/02/2017,46,46,46.1,45.5,929360
23/02/2017,46,45.9,46.35,45.65,1042580
22/02/2017,45.8,45.7,46.3,45.4,1230810
21/02/2017,45.4,45.3,45.9,45.05,1056640
20/02/2017,45.05,45.3,45.4,45,739970
17/02/2017,45.3,45.2,45.5,44.9,816130
16/02/2017,45.3,46,46.25,45.3,1114930
15/02/2017,46,46.5,46.5,45.8,1155260
14/02/2017,46.4,45,46.4,44.9,1942460
13/02/2017,44.8,44.6,44.85,44.4,843490
10/02/2017,44.45,44.5,44.6,44.25,615430
09/02/2017,44.55,44.6,44.7,44.5,796670
08/02/2017,44.6,44.6,44.95,44.45,580940
07/02/2017,44.5,44.25,44.7,44.25,919390
06/02/2017,44.3,44.5,44.5,44.2,553780
03/02/2017,44.7,44.7,44.9,44.4,497380
02/02/2017,44.9,45.2,45.4,44.6,487480
25/01/2017,45.1,44.9,45.3,44.65,421770
24/01/2017,44.7,44.7,44.9,44.3,280500
23/01/2017,44.45,44.4,44.6,44.2,457700
20/01/2017,44.2,43.8,44.5,43.75,662850
19/01/2017,43.8,43.8,44,43.45,589210
18/01/2017,43.8,44.7,44.7,43.8,496120
17/01/2017,44.4,44,44.8,44,521250
16/01/2017,44,44.9,44.9,44,896110
13/01/2017,44.9,46.1,46.4,44.7,1640150
12/01/2017,45.95,46.1,46.2,45.85,540350
11/01/2017,46.1,46.3,46.6,46.1,740990
10/01/2017,46,45.25,46,45.15,1045680
09/01/2017,45.2,45.05,45.4,44.9,501610
06/01/2017,44.95,45.2,45.5,44.95,799750
05/01/2017,45.1,45.2,45.4,45.1,613870
04/01/2017,45.25,44.8,45.7,44.7,1022560
03/01/2017,44.85,44.3,44.95,44.3,1013070
30/12/2016,44,43.6,44.25,43.35,1643340
29/12/2016,43.45,43.8,43.8,43.3,376220
28/12/2016,43.6,43.25,43.8,43.25,864320
27/12/2016,43.15,42.7,43.5,42.7,789970
26/12/2016,42.7,42.65,42.9,42.5,243940
23/12/2016,42.65,42.85,42.85,42.5,325140
22/12/2016,42.55,42.8,43.2,42.5,659310
21/12/2016,42.5,42.55,42.75,42.45,377770
20/12/2016,42.55,42.55,42.9,42.5,293780
19/12/2016,42.7,42.1,42.7,42.1,218900
16/12/2016,42.1,41.95,42.1,41.8,298690
15/12/2016,41.85,42,42.1,41.8,282950
14/12/2016,42,41.8,42.2,41.75,394960
13/12/2016,41.8,42.2,42.35,41.8,359950
12/12/2016,42.2,43,43,42.2,372110
09/12/2016,42.9,42.55,43.5,42.5,355440
08/12/2016,42.25,42.5,42.5,42.2,145770
07/12/2016,42.1,42.3,42.5,42.1,283670
